Max similarity: 0.546386
Total matches: 15450

score: 0.546386 | segment id: 348 | term: "university" | text: "The university is a big organization."
score: 0.340608 | segment id: 418 | term: "Tuition" | text: "committed to pay for four years of college for any Lahaina Luna."
score: 0.339756 | segment id: 86 | term: "Mauna Kea" | text: "We have an opportunity here in Hawaii to develop a homegrown building materials with plants industry with green jobs in both agriculture and production."
score: 0.339691 | segment id: 105 | term: "west oahu" | text: "and said that he got familiar with the market opportunities, logistics, and other challenges for a timber business in Hawaii."
score: 0.339064 | segment id: 480 | term: "Candidate Advisory Council" | text: "Chair?"
score: 0.338717 | segment id: 490 | term: "Candidate Advisory Council" | text: "Members, I'm going to recommend we defer this."
score: 0.338702 | segment id: 374 | term: "Hawaiʻi Teacher Standards Board" | text: "My name is Arnold Sturgis, here on behalf of the University of Hawaii Student Caucus."
score: 0.338668 | segment id: 43 | term: "Western Interstate Commission for Higher Education" | text: "This relates to the University of Hawaii Conference Center Revolving Fund."
score: 0.338155 | segment id: 127 | term: "Research Corporation of the University of Hawaiʻi" | text: "It could be really productive for Hawaii if we got things moving."
score: 0.337753 | segment id: 232 | term: "Hawaiʻi Teacher Standards Board" | text: "Shouldn't you as the University of Hawaii have that data and put that data, make it public without us having to put together a bill?"
score: 0.337353 | segment id: 497 | term: "Hawaiʻi Institute of Marine Biology" | text: "moving on to house bill 1320 house draft one this is requiring the university of hawaii to collect and analyze and publicly report certain graduate outcome data members i'm kind of torn on this measur"
score: 0.336302 | segment id: 200 | term: "Research Corporation of the University of Hawaiʻi" | text: "Deborah Halbert, Vice President for Academic Strategy."
score: 0.335766 | segment id: 105 | term: "Hawaiʻi Institute of Marine Biology" | text: "and said that he got familiar with the market opportunities, logistics, and other challenges for a timber business in Hawaii."
score: 0.335728 | segment id: 342 | term: "Board of Regents" | text: "You know, they should analyze and look at how we spending responsibly taxpayers monies and tuition monies and I just hope that the university would."
score: 0.335440 | segment id: 263 | term: "College" | text: "So I always say this, not just to the university, but I say this all the time."
score: 0.335355 | segment id: 57 | term: "community college" | text: "In the statute, there are currently two conference center statutes, one for UH Hilo and one for the community colleges."
score: 0.335126 | segment id: 434 | term: "Post-Secondary Education Commission" | text: "THEY WOULD NEED TO BE A UNIVERSITY."
score: 0.334656 | segment id: 154 | term: "Hawaiʻi Commission on National and Community Service" | text: "I mean, can't the University of Hawaii bring together?"
score: 0.334322 | segment id: 375 | term: "Western Interstate Commission for Higher Education" | text: "We are the representative body for the students, 50,000-odd students of the University of Hawaii across the 10-campus system."
score: 0.333984 | segment id: 12 | term: "Center on Nursing Advisory Board" | text: "This testimony is presented on behalf of the University of Hawaii system, including the UH Manoa School of Nursing and Dental Hygiene, UH West O'ahu, and UH Hilo School of Nursing in strong support of"
score: 0.333109 | segment id: 429 | term: "Scholarship" | text: "So in the case of this bill then, would it be, what kind of students would get this help?"
score: 0.333029 | segment id: 232 | term: "west oahu" | text: "Shouldn't you as the University of Hawaii have that data and put that data, make it public without us having to put together a bill?"
score: 0.332507 | segment id: 84 | term: "Board of Regents" | text: "Chair and Vice Chair Kidani and members of the committee."
score: 0.332132 | segment id: 257 | term: "Post-Secondary Education Commission" | text: "a portal to figure out where where they go i mean then what is the purpose of having them i mean when you go to college a lot of them don't know what they're going to do anyway and that's the reason w"
score: 0.332110 | segment id: 391 | term: "Board of Regents" | text: "As I understand it, that account is used primarily just to run the university's operations as well as the general funding by Greg."
score: 0.331766 | segment id: 512 | term: "university" | text: "This is relating to the University of Hawaii relief funding."
score: 0.331444 | segment id: 431 | term: "Scholarship" | text: "EVEN THOSE STUDENTS WHO ALREADY HAVE THE MAXIMUM AMOUNT OF AID ALLOWABLE BY THE UNIVERSITY, BECAUSE THAT IS..."
score: 0.331230 | segment id: 12 | term: "Board of Regents" | text: "This testimony is presented on behalf of the University of Hawaii system, including the UH Manoa School of Nursing and Dental Hygiene, UH West O'ahu, and UH Hilo School of Nursing in strong support of"
score: 0.331115 | segment id: 85 | term: "west oahu" | text: "Ted Bowen on behalf of the Hawaii Reef and Ocean Coalition and the Climate Protectors Hawaii in strong support of this bill."
score: 0.330936 | segment id: 146 | term: "Hawaiʻi Commission on National and Community Service" | text: "So, University of Hawaii, Parliamentary."
score: 0.330835 | segment id: 473 | term: "west oahu" | text: "Hawaii Conference Center Revolving Fund, and recommendation is to pass as is."
score: 0.330582 | segment id: 127 | term: "Mauna Kea" | text: "It could be really productive for Hawaii if we got things moving."
score: 0.330520 | segment id: 390 | term: "Scholarship" | text: "just a little bit of help can go a long way especially for people in need like that okay and uh it's in general do you think that your the student tuition fund should be used for other things that not"
score: 0.329608 | segment id: 457 | term: "Aloha Stadium" | text: "Senator Hashimoto."
score: 0.329051 | segment id: 57 | term: "Education Commission of the States" | text: "In the statute, there are currently two conference center statutes, one for UH Hilo and one for the community colleges."
score: 0.328834 | segment id: 430 | term: "Tuition" | text: "So under this bill, it would be open to any student."
score: 0.328193 | segment id: 455 | term: "Candidate Advisory Council" | text: "Vice Chair votes aye."
score: 0.328193 | segment id: 464 | term: "Candidate Advisory Council" | text: "Vice Chair votes aye."
score: 0.328193 | segment id: 482 | term: "Candidate Advisory Council" | text: "Vice Chair votes aye."
score: 0.328193 | segment id: 505 | term: "Candidate Advisory Council" | text: "Vice Chair votes aye."
score: 0.328172 | segment id: 303 | term: "Career and Technical Education" | text: "You take engineering, nursing."
score: 0.328033 | segment id: 427 | term: "Scholarship" | text: "No, those are actually dollars that were gifted to the university from a private donor."
score: 0.327897 | segment id: 54 | term: "College" | text: "You have our university's testimony."
score: 0.327499 | segment id: 86 | term: "Research Corporation of the University of Hawaiʻi" | text: "We have an opportunity here in Hawaii to develop a homegrown building materials with plants industry with green jobs in both agriculture and production."
score: 0.327447 | segment id: 148 | term: "Tuition" | text: "So what is the estimated amount of cost?"
score: 0.327400 | segment id: 418 | term: "university" | text: "committed to pay for four years of college for any Lahaina Luna."
score: 0.326996 | segment id: 85 | term: "Hawaiʻi Medical Education Council" | text: "Ted Bowen on behalf of the Hawaii Reef and Ocean Coalition and the Climate Protectors Hawaii in strong support of this bill."
score: 0.326917 | segment id: 375 | term: "Aloha Stadium" | text: "We are the representative body for the students, 50,000-odd students of the University of Hawaii across the 10-campus system."
score: 0.326809 | segment id: 12 | term: "Aloha Stadium" | text: "This testimony is presented on behalf of the University of Hawaii system, including the UH Manoa School of Nursing and Dental Hygiene, UH West O'ahu, and UH Hilo School of Nursing in strong support of"
score: 0.326725 | segment id: 489 | term: "Hawaiʻi Teacher Standards Board" | text: "House Bill 1185, House Draft 2."
